Customer ID,Gender,Birthdate,Transaction Amount,Date,Merchant Name,Category
959486,M,29-10-1967,70.01,1/4/2023,"Pittman, Cox and Harrington",Restaurant
341155,F,31-10-1956,23.35,4/6/2023,Hoffman-Adams,Restaurant
11338,M,31-10-1959,1665.94,17-03-2023,Martin-Ryan,Travel
858913,F,23-10-1991,410.5,1/9/2023,Rhodes Inc,Market
379350,F,19-10-2005,1424.17,3/5/2023,Hernandez Inc,Travel
274826,M,20-10-2000,70.85,22-03-2023,Hamilton LLC,Cosmetic
47835,F,28-10-1971,125.21,18-05-2023,Williams-Anderson,Market
553659,M,21-10-1998,632.51,13-09-2023,Cowan Group,Electronics
183283,F,28-10-1971,282.88,28-09-2023,Mitchell-Nelson,Electronics
163329,M,20-10-2002,170.25,12/5/2023,Palmer-Wells,Market
73264,F,23-10-1990,61.95,7/3/2023,Morgan-Erickson,Electronics
845292,F,28-10-1969,746.84,20-01-2023,"Rogers, Hernandez and Castillo",Electronics
609940,F,20-10-2000,161.95,8/6/2023,"Johnson, Lee and Jackson",Clothing
942182,M,27-10-1973,1223.91,12/3/2023,"Bryan, Owens and Adams",Travel
901599,F,2/11/1951,149.57,25-08-2023,Blackwell and Sons,Cosmetic
536342,F,1/11/1954,1954.64,24-08-2023,Elliott Ltd,Travel
963790,F,31-10-1957,422.05,16-05-2023,Thomas and Sons,Market
673907,F,21-10-1997,127.26,10/4/2023,Holmes-Gordon,Cosmetic
83014,F,25-10-1981,806.46,18-07-2023,"Simmons, Barron and Sanders",Electronics
12770,M,22-10-1992,833.59,7/6/2023,"Tucker, Hooper and Acosta",Electronics
57893,F,31-10-1959,647.96,23-08-2023,Smith Ltd,Electronics
228727,M,25-10-1980,165.15,19-04-2023,"Ortega, Reyes and Walker",Clothing
270051,M,23-10-1988,116.98,10/4/2023,Murphy Inc,Cosmetic
886455,,29-10-1965,44.86,30-08-2023,Kelly Ltd,Restaurant
411906,M,28-10-1970,2170.24,24-09-2023,Riley Ltd,Travel
67378,M,22-10-1995,35.39,24-08-2023,"Torres, Faulkner and Mosley",Clothing
744301,M,23-10-1988,2269.74,7/6/2023,"Johnson, Myers and Shaffer",Travel
332225,F,23-10-1990,563.86,23-08-2023,Booker-Johnson,Travel
988601,M,21-10-1998,50.3,14-01-2023,Anderson-Dorsey,Restaurant
595230,M,1/11/1955,511.86,22-01-2023,"Cruz, Hunt and Green",Electronics
601276,M,23-10-1989,397.41,29-05-2023,Perez-Woods,Market
991693,F,2/11/1949,30.2,29-03-2023,Chavez and Sons,Clothing
351337,,2/11/1949,454.45,2/2/2023,Gray Group,Market
457830,F,21-10-1999,1784.64,10/9/2023,Wilson-Tucker,Travel
948127,M,1/11/1954,1229.72,23-03-2023,Cameron LLC,Travel
396650,F,31-10-1957,238.09,1/6/2023,Vasquez-Wilkinson,Market
610626,M,23-10-1988,36.39,30-05-2023,"Burns, Kelly and Roberts",Restaurant
612219,F,31-10-1956,49.99,26-01-2023,Watkins and Sons,Restaurant
50645,F,21-10-1996,54.2,6/6/2023,York and Sons,Restaurant
241838,M,31-10-1958,94.43,24-05-2023,Novak PLC,Cosmetic
463042,M,20-10-2001,321.75,24-01-2023,Marquez-Davis,Electronics
299604,F,21-10-1998,49.71,20-09-2023,Romero-Jensen,Restaurant
156057,F,21-10-1996,24.39,27-04-2023,Roberts-Knight,Market
836138,F,25-10-1980,117.71,18-08-2023,Bass LLC,Cosmetic
769542,,1/11/1955,100.24,18-08-2023,Bruce-Williamson,Clothing
829719,F,27-10-1974,33.41,3/9/2023,Goodman-Williams,Cosmetic
661518,F,2/11/1948,165.14,19-07-2023,"Mcbride, Miller and Thompson",Cosmetic
451539,M,22-10-1993,445.63,21-07-2023,"Mullins, Reynolds and Hill",Market
368527,F,28-10-1969,20.67,5/2/2023,King and Sons,Restaurant
928360,F,28-10-1971,1899.2,24-09-2023,Dunn-Carr,Travel
904671,M,30-10-1961,251.03,5/8/2023,Hodge Inc,Clothing
496683,F,27-10-1974,37.73,4/3/2023,"David, Archer and Howell",Market
692627,M,25-10-1983,668.72,21-05-2023,"Brown, Peterson and Stanley",Electronics
688739,F,24-10-1987,448.78,17-02-2023,Villanueva-Morris,Market
557671,M,22-10-1992,812.83,7/4/2023,Robinson-Horne,Travel
75931,F,24-10-1987,455.63,28-07-2023,"Johnson, Jones and Gonzalez",Market
786169,M,22-10-1994,26.26,24-08-2023,Kerr PLC,Restaurant
311852,F,25-10-1982,1773.04,28-05-2023,Osborne Ltd,Travel
589292,F,31-10-1957,299.49,4/5/2023,"Savage, Alexander and White",Electronics
39134,M,22-10-1995,739.53,23-09-2023,"Bailey, Cooley and Herman",Electronics
306824,,24-10-1987,950.58,7/1/2023,Ayers-Davies,Travel
88817,M,24-10-1985,67.96,20-01-2023,"Miranda, Donovan and Welch",Market
172048,,26-10-1976,206.97,20-09-2023,"Lozano, Fox and Rhodes",Clothing
154095,,22-10-1994,789.35,13-01-2023,Smith and Sons,Electronics
19098,M,2/11/1948,315.45,7/6/2023,Brooks-Alvarez,Electronics
389788,M,30-10-1963,38.5,8/3/2023,Castro LLC,Clothing
540040,,20-10-2003,10.18,8/3/2023,Mckenzie and Sons,Restaurant
350146,M,21-10-1996,642.7,22-09-2023,Edwards Group,Electronics
754240,M,26-10-1976,397.46,10/9/2023,May Ltd,Market
160239,M,1/11/1952,432.44,19-05-2023,Harrison-Schroeder,Market
472041,M,2/11/1949,2229.24,11/10/2023,Peters and Sons,Travel
1995,F,31-10-1957,215.06,16-05-2023,"Wilson, Ramirez and Hill",Market
723264,F,22-10-1995,238.36,14-09-2023,Baker LLC,Clothing
528913,F,30-10-1963,369.02,4/1/2023,"Kennedy, Scott and Gardner",Market
984698,M,22-10-1992,82.95,24-01-2023,Flores-Church,Cosmetic
945328,F,24-10-1986,272.78,26-04-2023,Mcguire-Ramos,Electronics
557683,M,1/11/1953,39.47,22-09-2023,Matthews Ltd,Clothing
422245,F,1/11/1955,389.42,25-09-2023,"Thompson, Burgess and Miller",Market
42087,M,23-10-1991,17.32,6/7/2023,Henry Ltd,Restaurant
968597,F,28-10-1968,143.52,10/2/2023,Vaughn-Maldonado,Electronics
628416,,20-10-2000,44.92,3/9/2023,"Moses, Rogers and Escobar",Cosmetic
758140,M,27-10-1972,913.99,23-06-2023,"Ewing, Nolan and Hall",Travel
438692,F,24-10-1984,109.54,5/4/2023,Mendoza LLC,Cosmetic
297560,M,21-10-1996,80.32,25-06-2023,Rios Ltd,Cosmetic
377642,F,2/11/1949,162.95,4/2/2023,"Espinoza, Higgins and Reese",Cosmetic
223469,,27-10-1974,142.69,11/9/2023,"Tapia, Burgess and Warner",Cosmetic
963767,F,31-10-1957,126.15,24-05-2023,Soto-Cross,Clothing
679241,F,20-10-2000,120.41,17-09-2023,Shea Inc,Clothing
64050,F,25-10-1983,64.79,4/10/2023,Ayala-Davis,Clothing
472440,F,20-10-2003,655.12,28-02-2023,Frank-Orr,Electronics
876295,F,2/11/1951,2914.17,18-01-2023,"Ramsey, Brown and Estrada",Travel
442160,M,21-10-1997,393.05,25-03-2023,Russell-King,Travel
221030,,21-10-1996,167.98,23-04-2023,"Barrett, Kelly and Holt",Cosmetic
362483,F,24-10-1984,90.09,26-05-2023,"Chavez, Cooper and Stewart",Cosmetic
82915,M,21-10-1997,134.73,16-08-2023,"Singleton, Young and Hutchinson",Clothing
334868,M,25-10-1981,76.98,31-08-2023,Whitehead-Ray,Restaurant
861790,F,28-10-1971,167.43,4/9/2023,"Robinson, Johnson and Poole",Clothing
827183,M,30-10-1963,159.83,22-04-2023,Reese-Reynolds,Clothing
424299,F,25-10-1983,51.51,13-07-2023,"Bender, Rodriguez and Wilson",Clothing
6081,M,26-10-1978,2086.74,30-09-2023,"Mooney, Ortiz and Bell",Travel
869587,F,2/11/1951,61.95,3/3/2023,"Brandt, Lee and Wise",Market
266135,F,22-10-1994,37.88,7/1/2023,Duncan-Anderson,Cosmetic
301016,F,21-10-1996,199.85,23-06-2023,"Coleman, Johnson and Ramos",Clothing
821225,M,27-10-1975,2303.73,25-04-2023,"Nguyen, White and Avila",Travel
578510,F,30-10-1960,188.25,18-09-2023,Maldonado Group,Market
764415,M,31-10-1959,72.1,25-08-2023,Bell-Carpenter,Restaurant
653641,F,25-10-1980,2773.95,23-05-2023,Ramirez-Perez,Travel
695532,F,25-10-1983,357.15,8/7/2023,Brown-Moore,Electronics
637994,F,30-10-1961,75.03,25-01-2023,Barker LLC,Electronics
567143,M,29-10-1965,168.72,13-03-2023,Williams-Mccarthy,Cosmetic
257065,M,2/11/1949,23.67,15-05-2023,"Garcia, Barton and Murphy",Restaurant
274635,F,28-10-1971,396.76,9/8/2023,Garner Inc,Electronics
456491,F,1/11/1955,746.61,11/8/2023,Meadows-Singleton,Electronics
533140,M,31-10-1959,357.41,6/7/2023,"Smith, Smith and Lee",Market
814592,M,22-10-1992,86.54,3/6/2023,"Matthews, Lang and Smith",Restaurant
327215,M,20-10-2002,85.72,6/10/2023,Potter-Turner,Restaurant
513325,F,19-10-2005,168.69,3/3/2023,Ray-Flowers,Clothing
145490,F,30-10-1960,74.49,9/5/2023,Bishop LLC,Clothing
600654,F,29-10-1966,30.6,18-02-2023,Adams-Wilson,Restaurant
795209,M,31-10-1958,2469.52,21-08-2023,"Howard, Hill and Smith",Travel
700310,F,1/11/1955,348.44,9/5/2023,Aguirre-Martinez,Electronics
851930,F,1/11/1954,55.68,27-09-2023,"Gregory, Black and Moore",Restaurant
629337,,2/11/1948,222.24,13-05-2023,Williams LLC,Market
231365,,20-10-2000,855.46,31-03-2023,Clarke-Robles,Electronics
152601,M,29-10-1967,141.51,8/2/2023,"Hines, Washington and Harris",Market
175696,M,1/11/1953,1868.64,30-08-2023,Pruitt Inc,Travel
960521,F,29-10-1964,40.8,7/9/2023,"Long, Ford and Perez",Restaurant
946261,F,19-10-2005,56.34,20-07-2023,Powell Inc,Restaurant
260204,F,24-10-1984,88.09,26-03-2023,Doyle-Newman,Cosmetic
571374,F,23-10-1991,441.14,30-06-2023,Hill PLC,Electronics
336837,F,25-10-1981,369.28,21-09-2023,West-Mathews,Electronics
528890,M,30-10-1961,156.36,18-03-2023,Clark and Sons,Electronics
653481,F,24-10-1986,483.81,29-04-2023,"Shelton, Arnold and Acevedo",Electronics
409339,M,20-10-2000,227.24,12/3/2023,Mason-Brown,Clothing
80756,F,23-10-1991,354.36,13-07-2023,"Blair, Thompson and Hernandez",Electronics
16379,M,19-10-2004,56.01,14-02-2023,Calhoun Inc,Restaurant
256796,F,20-10-2001,145.82,28-05-2023,Graham LLC,Electronics
165185,F,29-10-1967,197.71,18-04-2023,Jackson Ltd,Market
14137,M,21-10-1999,92.22,31-08-2023,Moore LLC,Clothing
151615,F,28-10-1969,195.32,12/4/2023,"Edwards, Ross and Hernandez",Clothing
444454,M,26-10-1977,52.14,15-02-2023,"Valdez, Castillo and Hall",Restaurant
181006,M,22-10-1994,2702.82,8/8/2023,"Barry, Underwood and Lynch",Travel
217821,M,26-10-1979,677.2,9/3/2023,Benjamin Group,Electronics
428968,F,20-10-2002,401.85,7/9/2023,Thornton-Harris,Market
391155,F,28-10-1969,74.33,18-04-2023,"Perez, Levy and Roy",Clothing
222963,M,24-10-1985,22.33,11/9/2023,"Savage, Torres and Reese",Restaurant
862239,F,23-10-1988,60.32,17-01-2023,Thompson-Lewis,Cosmetic
906471,,25-10-1980,270.37,15-08-2023,"Wright, Brown and Rivas",Clothing
301688,M,26-10-1978,113.55,12/5/2023,Smith-Simmons,Clothing
930439,M,23-10-1989,2807.19,10/10/2023,"Parks, Webb and Smith",Travel
762240,M,23-10-1990,529.26,13-03-2023,Bush-Rodriguez,Electronics
21751,F,22-10-1992,239.62,14-01-2023,Price LLC,Clothing
757297,,30-10-1962,232.39,3/9/2023,Ochoa-Davis,Clothing
674768,M,28-10-1970,76.61,10/9/2023,"Clark, Young and James",Restaurant
252505,F,2/11/1948,96.67,25-09-2023,"Gutierrez, Adams and Fernandez",Cosmetic
233976,M,22-10-1994,171.78,19-02-2023,Reynolds-Lee,Cosmetic
645034,F,29-10-1964,96.45,14-04-2023,Murphy-Ball,Restaurant
974530,M,24-10-1985,477.07,5/5/2023,Moore and Sons,Market
868111,F,25-10-1981,100.64,12/3/2023,Scott and Sons,Market
412559,F,27-10-1975,35.5,1/4/2023,"Gonzalez, Garcia and Mitchell",Restaurant
642922,F,30-10-1960,924.49,31-01-2023,"Terry, Reed and Mcdonald",Electronics
657685,M,31-10-1956,688.43,1/3/2023,Wilson LLC,Electronics
329266,M,29-10-1965,1009.05,3/3/2023,"Davis, Guerra and Roth",Travel
870200,F,1/11/1953,2571.96,7/6/2023,"Page, Garcia and Jenkins",Travel
94914,F,24-10-1987,103.14,6/4/2023,Doyle-Turner,Clothing
743743,,23-10-1989,255.58,12/5/2023,Welch-Lawrence,Travel
461903,M,21-10-1997,114.65,15-08-2023,"Brady, Butler and Miller",Cosmetic
706237,M,20-10-2000,75.83,13-10-2023,"Cox, Mcbride and Mcintosh",Restaurant
626586,F,23-10-1989,893.73,23-02-2023,Reyes Group,Travel
806007,M,26-10-1979,215.97,22-04-2023,Daniels-Johnson,Clothing
886648,F,29-10-1966,71.63,1/9/2023,"Savage, Hunt and Smith",Clothing
699998,,25-10-1980,20.42,21-09-2023,Hall Inc,Cosmetic
761893,F,27-10-1975,293.9,24-01-2023,"Martin, Duke and Bailey",Market
894606,M,30-10-1963,71.73,5/2/2023,"Noble, Vazquez and Hanson",Restaurant
771966,M,2/11/1951,286.04,27-01-2023,"Castro, Orr and Peterson",Market
536925,F,25-10-1983,1083.17,7/6/2023,Guzman Inc,Travel
533607,M,24-10-1984,2400.1,10/3/2023,Francis Group,Travel
845216,M,30-10-1961,250.99,17-05-2023,Stevens LLC,Clothing
522701,F,23-10-1988,596.8,31-08-2023,Andrews-Moore,Electronics
783072,F,21-10-1998,835.62,6/6/2023,"Salazar, Harrison and Hale",Electronics
273305,,29-10-1964,31.58,11/10/2023,Garcia-Norton,Restaurant
617338,F,21-10-1997,96.25,14-04-2023,Neal-Torres,Cosmetic
54708,M,1/11/1952,285.34,7/5/2023,Massey-Johnson,Electronics
250913,F,25-10-1983,80.57,16-08-2023,"Trevino, Ingram and Hubbard",Restaurant
817166,,23-10-1991,667.72,5/4/2023,"Davis, Nelson and Carroll",Electronics
751622,M,29-10-1967,223.34,26-03-2023,"Taylor, Mcneil and Ward",Market
479720,,1/11/1955,181.73,1/8/2023,Coleman-Brown,Market
577243,F,27-10-1973,404.56,11/5/2023,Nelson-Lane,Electronics
918988,M,24-10-1987,105.29,4/5/2023,"Black, Poole and Holt",Cosmetic
513533,M,25-10-1982,370.09,4/1/2023,Schultz-White,Market
702681,M,20-10-2002,987.22,26-05-2023,Turner Inc,Electronics
377845,,29-10-1967,371.59,26-07-2023,"Williams, Hill and Gillespie",Electronics
474917,F,1/11/1953,88.86,26-01-2023,Bennett-Rhodes,Restaurant
702669,M,22-10-1995,171.8,6/5/2023,Smith-Wyatt,Market
163822,F,19-10-2004,131.44,18-03-2023,"Townsend, Cooper and Irwin",Market
36526,M,29-10-1967,139.89,23-04-2023,Mcdaniel-Gomez,Clothing
996806,M,2/11/1950,68.32,21-05-2023,Joyce-Jackson,Cosmetic
508058,F,29-10-1964,189.32,20-05-2023,Silva-Hernandez,Cosmetic
125061,M,23-10-1990,90.03,16-01-2023,Wagner-Miller,Cosmetic
534144,F,30-10-1962,62.79,21-05-2023,"Holland, Sullivan and Cline",Restaurant
50643,M,1/11/1952,47.88,7/3/2023,Armstrong PLC,Restaurant
208537,M,22-10-1993,86.21,17-02-2023,Smith and Sons,Restaurant
9807,M,20-10-2002,55.17,22-02-2023,Dickson LLC,Cosmetic
360806,F,20-10-2001,64.93,30-03-2023,"Anderson, Myers and Garcia",Restaurant
662287,F,23-10-1989,97.26,16-04-2023,Zimmerman-Brown,Market
430123,F,26-10-1977,168.54,12/9/2023,Anderson Inc,Electronics
671069,M,26-10-1979,2020.36,2/5/2023,Rowe-Fields,Travel
829330,M,21-10-1996,360.1,14-08-2023,Branch and Sons,Market
654546,M,2/11/1950,43.51,18-09-2023,"Fowler, Holland and Patterson",Restaurant
864815,F,31-10-1959,2900.83,13-06-2023,"Robinson, Sullivan and Johnson",Travel
878485,F,23-10-1991,842.52,10/10/2023,Mendoza-Brooks,Travel
169206,F,29-10-1965,1199.73,19-08-2023,Harris and Sons,Travel
706841,M,25-10-1982,245.83,7/5/2023,"Smith, Ramos and Ryan",Clothing
998578,M,19-10-2004,153.42,2/2/2023,Myers Ltd,Cosmetic
490749,M,27-10-1974,144.03,1/1/2023,Weber Group,Cosmetic
688831,F,30-10-1963,179.9,2/5/2023,"Nicholson, Pierce and Gordon",Cosmetic
159016,M,25-10-1982,505.11,21-08-2023,Bailey-Ramos,Electronics
469875,M,25-10-1981,247.14,10/9/2023,"Kelly, Pierce and Simmons",Market
743079,M,29-10-1966,354.8,11/1/2023,Riley-Johnson,Electronics
293834,F,19-10-2004,37.75,17-02-2023,Davenport LLC,Cosmetic
338884,M,21-10-1997,255.57,24-09-2023,Mccormick Group,Clothing
819281,F,30-10-1961,76.55,18-03-2023,"Beasley, Williams and Palmer",Restaurant
845805,F,28-10-1971,75.93,30-08-2023,"Francis, Bond and Johnson",Restaurant
921646,M,2/11/1950,48.71,9/10/2023,Taylor-Carter,Restaurant
387815,F,20-10-2002,458.34,14-08-2023,"Campbell, Gutierrez and Ortiz",Electronics
1920,M,29-10-1967,277.52,14-09-2023,Woods-Wilcox,Market
714834,F,23-10-1990,122.89,13-08-2023,Moore PLC,Clothing
432994,F,29-10-1967,120.47,4/1/2023,Ramirez Group,Clothing
843499,M,25-10-1981,236.31,10/8/2023,Waters Ltd,Clothing
171340,M,2/11/1950,167.38,1/9/2023,Smith-Cox,Cosmetic
810408,,27-10-1974,195.92,6/6/2023,Allen Ltd,Travel
142745,F,23-10-1988,126.02,20-05-2023,Rodriguez Ltd,Clothing
376771,F,31-10-1956,2516.5,15-02-2023,George-Benson,Travel
76630,F,30-10-1963,17.12,30-08-2023,Wood-Schmidt,Restaurant
333947,M,25-10-1980,1576.12,14-06-2023,Rios-Shaffer,Travel
999688,M,27-10-1973,276.46,23-07-2023,Freeman-Walter,Clothing
643460,F,20-10-2001,98.64,4/2/2023,Cardenas-Meyer,Cosmetic
10078,M,23-10-1991,24.17,22-03-2023,Nichols LLC,Restaurant
328572,F,1/11/1953,495.05,23-08-2023,Alexander-Luna,Electronics
896799,M,31-10-1958,60.98,3/1/2023,Brown PLC,Restaurant
465365,F,20-10-2000,1445.59,2/6/2023,Morrison Ltd,Travel
612117,F,23-10-1991,196.64,20-01-2023,Becker PLC,Electronics
86717,M,26-10-1979,804.88,26-09-2023,Reyes-Hines,Electronics
342626,F,27-10-1975,30.49,17-01-2023,Clark Group,Restaurant
31798,,27-10-1974,448.38,9/3/2023,Williams Group,Market
992834,F,2/11/1949,418.8,28-08-2023,Jennings and Sons,Market
74723,,21-10-1999,66.47,26-02-2023,"Burton, Bradshaw and Noble",Restaurant
337198,M,31-10-1956,55.2,29-06-2023,"Hayes, Buck and Odonnell",Cosmetic
382024,F,23-10-1988,236.87,15-02-2023,Carrillo Ltd,Market
157759,M,21-10-1996,398.61,2/5/2023,Moody Inc,Market
839260,F,23-10-1991,464.56,18-06-2023,"Patel, Roberts and Cunningham",Market
591222,F,30-10-1960,478.81,13-07-2023,Curtis and Sons,Market
535866,M,24-10-1984,161.6,16-01-2023,"Tran, Patterson and Fletcher",Cosmetic
610306,M,1/11/1954,11.42,9/8/2023,Neal-Thompson,Restaurant
410375,M,2/11/1948,139.33,19-05-2023,Williamson-Snyder,Cosmetic
593309,F,1/11/1954,2286.78,4/9/2023,Howard-Mann,Travel
450264,F,21-10-1998,191.72,14-10-2023,"Hull, Lee and Frazier",Clothing
597200,M,24-10-1986,86.55,22-09-2023,"Barrett, Richard and Anderson",Restaurant
162636,F,25-10-1980,319.64,27-04-2023,Robertson Inc,Electronics
690788,,29-10-1966,1026.35,5/4/2023,"Sherman, Lozano and Burns",Travel
167240,,21-10-1999,31.72,16-08-2023,Jacobs Inc,Cosmetic
940452,,25-10-1982,242.14,15-04-2023,Wright-Craig,Clothing
217658,F,2/11/1949,37.49,1/6/2023,James PLC,Restaurant
177609,F,26-10-1977,158.23,25-02-2023,"Carlson, Strickland and Lynch",Cosmetic
513561,,20-10-2001,189.49,27-06-2023,Johnson Group,Clothing
929148,M,22-10-1995,940.32,21-03-2023,Anderson Group,Electronics
225439,F,26-10-1979,76.91,31-03-2023,"Vasquez, Decker and Diaz",Restaurant
765354,F,25-10-1981,202.45,14-06-2023,Hutchinson Group,Clothing
279926,M,21-10-1996,862.23,28-03-2023,"Russell, Rogers and Murphy",Travel
258155,F,23-10-1988,179.03,25-04-2023,Gibbs-Irwin,Cosmetic
566176,F,28-10-1970,121.31,26-08-2023,"Mercado, Hansen and Jacobs",Market
528282,M,29-10-1965,313.2,10/3/2023,Brown-Franklin,Market
653545,F,30-10-1962,226.35,4/4/2023,Hoover Ltd,Clothing
182886,F,21-10-1999,74.88,11/1/2023,"Myers, Perry and Barker",Cosmetic
1050,M,30-10-1961,205.97,2/10/2023,"Adams, Gardner and Sharp",Clothing
520845,F,25-10-1983,395.52,3/7/2023,"Ball, Fox and Robertson",Electronics
355903,F,2/11/1951,81.45,19-08-2023,Rangel LLC,Restaurant
555064,M,30-10-1962,339.61,22-07-2023,"Jackson, Young and Armstrong",Electronics
57055,M,31-10-1956,195.47,2/5/2023,Williams PLC,Market
468899,F,26-10-1977,193.31,16-04-2023,"Schultz, Howe and Daniels",Clothing
106887,F,29-10-1966,2816.78,1/6/2023,Shaffer-Kennedy,Travel
540742,F,21-10-1996,10.22,25-01-2023,Oconnor-Nichols,Cosmetic
191108,M,1/11/1954,127.39,30-01-2023,"Sanchez, Russell and Williamson",Clothing
377995,F,26-10-1978,31.02,13-01-2023,"Gonzalez, Rivera and Fernandez",Restaurant
116989,M,24-10-1984,101.48,22-05-2023,"Thomas, Lopez and Ford",Cosmetic
718683,M,25-10-1981,192.18,15-08-2023,Thompson Group,Travel
181348,,1/11/1953,76.23,16-01-2023,Villa PLC,Cosmetic
98715,F,22-10-1992,161.17,27-03-2023,"Harris, Vega and Ferguson",Market
585630,M,20-10-2000,166.45,22-06-2023,Larson-Phillips,Clothing
476523,F,31-10-1958,342.51,9/6/2023,Hoffman Ltd,Market
624013,M,26-10-1978,976.87,13-07-2023,Berry and Sons,Electronics
405094,F,31-10-1957,53.62,16-04-2023,James Ltd,Cosmetic
309961,F,31-10-1956,344.55,20-01-2023,Holmes-Coleman,Electronics
850159,F,21-10-1998,14.19,11/8/2023,Richardson Ltd,Restaurant
987196,M,2/11/1951,67.75,29-05-2023,Cummings-Bailey,Restaurant
808748,F,22-10-1992,107.02,29-07-2023,Smith-Moore,Clothing
240680,,1/11/1954,1383.3,2/5/2023,Adams Ltd,Travel
556381,F,28-10-1968,519.45,11/10/2023,Fleming and Sons,Electronics
766889,M,25-10-1980,310.47,30-05-2023,Perez-Mcdaniel,Market
703088,M,2/11/1950,507.69,6/1/2023,Clark Inc,Electronics
289828,F,22-10-1995,2538.38,2/6/2023,Mueller-Shaw,Travel
174579,F,1/11/1953,98,15-08-2023,Walters-Stephens,Market
790853,M,27-10-1973,463.1,29-01-2023,Rivera-Woodward,Market
61110,F,23-10-1990,93.98,28-06-2023,White-Gallegos,Cosmetic
418215,F,27-10-1975,1349.7,14-02-2023,Le Inc,Travel
363933,,21-10-1997,51.37,24-02-2023,"Austin, Harper and Jones",Clothing
657636,M,21-10-1996,72.24,2/3/2023,"Lee, Russell and Johnson",Market
283951,F,21-10-1997,72.85,21-08-2023,Parks-Diaz,Restaurant
293985,,21-10-1999,48.58,22-05-2023,"Park, Smith and Reed",Market
415507,M,24-10-1984,443.66,2/7/2023,"Stevens, Miller and Spencer",Market
748485,M,30-10-1963,193.27,28-02-2023,"Young, Jones and Glenn",Clothing
70531,M,24-10-1985,2014.57,6/1/2023,Perez and Sons,Travel
967566,M,26-10-1976,71.21,20-07-2023,Cruz-White,Market
119951,M,28-10-1968,54.87,8/9/2023,Vincent Group,Restaurant
542778,M,30-10-1962,147.42,3/9/2023,Davila-Jensen,Travel
136532,F,25-10-1982,2679.72,16-07-2023,Carson-Williams,Travel
41408,,20-10-2000,181.09,18-05-2023,"Archer, Flowers and Parsons",Clothing
320174,F,27-10-1975,83.2,6/7/2023,Gilbert-Underwood,Cosmetic
724443,F,1/11/1954,162.65,28-05-2023,"Baldwin, Dawson and Alvarez",Cosmetic
585171,F,25-10-1981,353.14,29-09-2023,Lambert-Thompson,Market
838669,F,28-10-1970,271.26,27-05-2023,Wells-Flores,Clothing
556646,,27-10-1973,404.7,4/7/2023,Anderson-Jones,Market
14973,M,22-10-1992,41.01,5/9/2023,Robinson LLC,Market
643027,,20-10-2003,16.31,6/6/2023,Fuentes Group,Restaurant
328682,M,27-10-1973,164.09,1/6/2023,Brown Group,Cosmetic
683438,F,19-10-2005,260.18,11/10/2023,Bishop and Sons,Clothing
849127,M,20-10-2000,133.24,27-01-2023,"Smith, Watson and Fisher",Market
493132,M,22-10-1994,42.56,13-08-2023,"Edwards, Bell and Hunt",Clothing
5164,F,27-10-1973,28.46,30-09-2023,"Foster, Anderson and Green",Restaurant
537333,F,30-10-1962,34.29,6/8/2023,Valencia Group,Restaurant
403769,F,19-10-2004,41.1,14-03-2023,Barr LLC,Restaurant
805493,F,21-10-1998,200.17,21-06-2023,Spears-Stephenson,Electronics
542496,F,20-10-2000,430.36,1/8/2023,"Gill, Crawford and Martin",Market
425358,M,31-10-1959,137.84,10/9/2023,Smith-Johnson,Cosmetic
556825,F,21-10-1999,286.29,29-07-2023,Spencer Ltd,Market
404356,M,27-10-1974,89.67,24-07-2023,Campos-Tran,Restaurant
341629,F,24-10-1984,626.88,6/6/2023,Martin-Williams,Electronics
328424,F,23-10-1988,51.34,15-06-2023,"Hays, Zamora and Green",Clothing
343786,F,26-10-1979,289.05,23-06-2023,"Hernandez, Thomas and Warren",Clothing
856206,F,25-10-1980,538.47,12/3/2023,Mcfarland-Newman,Electronics
232051,F,30-10-1962,367.55,20-05-2023,"Scott, Davis and Harmon",Electronics
64864,F,31-10-1957,510.58,23-08-2023,Ortiz-Clark,Electronics
538237,F,26-10-1976,660.65,24-07-2023,"Matthews, Gordon and Bryan",Electronics
180950,,26-10-1979,359.25,10/2/2023,"Walsh, Rosario and Tyler",Electronics
820363,,30-10-1960,25.96,8/8/2023,"Hopkins, Lee and Odonnell",Restaurant
284590,F,20-10-2003,30.43,30-01-2023,Ramirez Group,Clothing
669027,M,29-10-1965,88.61,25-07-2023,"Oconnell, Nguyen and Thornton",Restaurant
870178,F,21-10-1996,48.16,18-02-2023,"Fitzgerald, Young and Higgins",Restaurant
719293,M,24-10-1987,923.56,7/1/2023,"Price, Patterson and White",Electronics
402437,F,21-10-1998,35.67,28-06-2023,Douglas Inc,Restaurant
892985,F,1/11/1954,15.03,31-05-2023,Ray-Walsh,Restaurant
897943,F,24-10-1985,264.51,5/10/2023,King LLC,Clothing
812723,F,28-10-1969,14.62,28-03-2023,Jones Ltd,Restaurant
375856,F,2/11/1950,425.09,23-04-2023,"Smith, White and Riley",Travel
156891,M,24-10-1984,603.06,5/5/2023,Reilly-Cruz,Electronics
664132,M,27-10-1973,239.93,29-06-2023,Hawkins-Anderson,Market
886764,F,31-10-1957,119.5,7/7/2023,"Johnston, Taylor and Mccoy",Cosmetic
408945,M,1/11/1953,116.42,24-09-2023,Benson PLC,Cosmetic
92631,M,27-10-1974,193.58,3/9/2023,Romero-Freeman,Market
